    .19  136.9783000 11.6627100 10.1756600
    .38  138.3674000 11.7035600 10.1483900
    .57  135.5892000 11.6422900 10.0120400
    .76  132.8111000 11.6627100  9.9847720
    .95  131.4221000 11.6627100  9.9847720
   1.14  132.3481000 11.7444100 10.2029300
   1.33  134.2002000 11.7852600 10.1756600
   1.52  133.7372000 11.6014400  9.8756930
   1.71  132.3481000 11.5401700  9.7393450
   1.90  130.0330000 11.5197500  9.7393450
   2.09  130.9590000 11.6014400  9.9847720
   2.28  132.8111000 11.7852600 10.3392800
   2.47  134.6632000 11.7648300 10.2302000
   2.66  133.2741000 11.7239800 10.0665800
   2.85  130.0330000 11.7239800  9.9575020
   3.04  130.0330000 11.7035600  9.9575020
   3.23  130.9590000 11.7648300 10.2302000
   3.42  132.8111000 11.8261000 10.2302000
   3.61  132.8111000 11.6422900  9.9575020
   3.80  130.0330000 11.5401700  9.8211540
   4.00  129.1070000 11.4584800  9.7120740
   4.19  130.0330000 11.4176300  9.8484230
   4.38  131.8851000 11.4789000 10.0393100
   4.57  132.8111000 11.3155100  9.7666140
   4.76  131.8851000 11.2746600  9.6575350
   4.95  129.1070000 11.2950900  9.5757260
   5.14  128.1809000 11.3563600  9.6848050
   5.33  129.5700000 11.4789000  9.9575020
   5.52  131.8851000 11.4993200  9.9847720
   5.71  131.8851000 11.3767800  9.6848050
   5.90  129.1070000 11.3972100  9.5211860
   6.09  128.6440000 11.4380500  9.4666460
   6.28  129.5700000 11.4584800  9.7120740
   6.47  131.8851000 11.5606000  9.9575020
   6.66  132.8111000 11.4789000  9.7393450
   6.85  130.9590000 11.4993200  9.6575350
   7.04  128.6440000 11.4993200  9.6302650
   7.23  128.1809000 11.5606000  9.6848050
   7.42  128.6440000 11.6218700  9.9575020
   7.61  130.4960000 11.5606000  9.7666140
   7.80  130.4960000 11.3767800  9.4666460
   7.99  127.7179000 11.3359400  9.2484880
   8.18  126.7919000 11.2746600  9.1666780
   8.37  128.1809000 11.2338200  9.3848370
   8.56  129.5700000 11.2542400  9.5484560
   8.75  130.9590000 11.1521200  9.3030280
   8.94  128.6440000 11.1521200  9.1666780
   9.13  126.7919000 11.2133900  9.1121390
   9.32  126.7919000 11.2133900  9.1666780
   9.51  128.6440000 11.2338200  9.4393770
   9.70  130.4960000 11.1725500  9.2757580
   9.89  130.4960000 11.1929700  9.1394090
  10.08  128.1809000 11.2950900  9.1121390
  10.27  127.2549000 11.3972100  9.1394090
  10.46  128.6440000 11.3972100  9.4121070
  10.65  130.0330000 11.4789000  9.5757260
  10.84  130.9590000 11.4176300  9.3302970
  11.03  128.6440000 11.4380500  9.1666780
  11.22  126.7919000 11.4584800  9.0303300
  11.41  127.2549000 11.4584800  9.1666780
  11.60  128.6440000 11.4584800  9.4393770
  11.79  130.4960000 11.4176300  9.2757580
  11.99  129.5700000 11.3972100  9.1394090
  12.18  127.2549000 11.4584800  9.1394090
  12.37  127.2549000 11.4993200  9.1939490
  12.56  128.6440000 11.4993200  9.4393770
  12.75  131.8851000 11.4789000  9.4666460
  12.94  132.3481000 11.3359400  9.1939490
  13.13  130.9590000 11.3155100  9.0303300
  13.32  129.1070000 11.3767800  8.9757900
  13.51  130.0330000 11.3563600  9.1939490
  13.70  131.4221000 11.4176300  9.6029950
  13.89  133.2741000 11.3972100  9.6029950
  14.08  132.3481000 11.4176300  9.5484560
  14.27  130.4960000 11.4584800  9.4939170
  14.46  130.9590000 11.4584800  9.4939170
  14.65  132.8111000 11.4584800  9.7666140
  14.84  135.1262000 11.3972100  9.7393450
  15.03  135.5892000 11.2950900  9.5484560
  15.22  133.2741000 11.3155100  9.4393770
  15.41  132.3481000 11.3359400  9.4121070
  15.60  133.2741000 11.3563600  9.6029950
  15.79  135.5892000 11.4380500  9.8756930
  15.98  136.5153000 11.3972100  9.8211540
  16.17  135.1262000 11.3359400  9.6029950
  16.36  133.7372000 11.3359400  9.5484560
  16.55  134.2002000 11.3767800  9.7393450
  16.74  135.5892000 11.4584800 10.0665800
  16.93  136.9783000 11.4584800 10.0665800
  17.12  136.5153000 11.3155100  9.8211540
  17.31  133.7372000 11.2950900  9.6302650
  17.50  132.8111000 11.2746600  9.4666460
  17.69  133.7372000 11.2542400  9.5211860
  17.88  136.0523000 11.2338200  9.5484560
  18.07  137.4413000 11.0500000  9.1939490
  18.26  136.0523000 11.0704300  9.0576000
  18.45  133.7372000 11.1317000  9.0848690
  18.64  134.2002000 11.2338200  9.3302970
  18.83  135.5892000 11.3563600  9.7666140
  19.02  137.4413000 11.4176300  9.8211540
  19.21  135.5892000 11.4584800  9.6848050
